snapshot_id,snapshot_ts,reason,candle_open_time,candle_close_time,position_open_time,side,size,entry_px,fees,funding,realised_pnl,fill_type,balance,equity,upnl
54300,1760173500000,Interval,1760173500000,1760173559999,1760172840000,Long,453.3790104059,185.6800000000,25.2550243956,0.0000000000,0.0000000000,Market,11699.6299391567,12261.8199120600,562.1899729033
54301,1760173800000,Flatten,1760173800000,1760173859999,1760172840000,Long,453.3790104059,185.6800000000,25.2550243956,0.0000000000,0.0000000000,Market,11699.6299391567,12447.7053063265,748.0753671697
54331,1760198940000,Open,1760198940000,1760198999999,1760198940000,Long,472.5012487585,183.2300000000,25.9729211430,0.0000000000,0.0000000000,Market,12010.9963909803,12100.7716282444,89.7752372641
54332,1760199600000,Interval,1760199600000,1760199659999,1760198940000,Long,472.5012487585,183.2300000000,25.9729211430,0.0000000000,0.0000000000,Market,12010.9963909803,12299.2221527230,288.2257617427
54333,1760199960000,Flatten,1760199960000,1760200019999,1760198940000,Long,472.5012487585,183.2300000000,25.9729211430,0.0000000000,0.0000000000,Market,12010.9963909803,12237.7969903844,226.8005994041
56534,1762178820000,Open,1762178820000,1762178879999,1762178820000,Long,494.8385933523,176.5900000000,26.2150641600,0.0000000000,0.0000000000,Market,12124.1342301116,12223.1019487821,98.9677186705
56535,1762179600000,Interval,1762179600000,1762179659999,1762178820000,Long,494.8385933523,176.5900000000,26.2150641600,0.0000000000,0.0000000000,Market,12124.1342301116,11678.7794960945,-445.3547340171
56536,1762179780000,Flatten,1762179780000,1762179839999,1762178820000,Long,494.8385933523,176.5900000000,26.2150641600,0.0000000000,0.0000000000,Market,12124.1342301116,11579.8117774241,-544.3224526875
56582,1762219320000,Open,1762219320000,1762219379999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11538.7107073412,4.9691121186
56583,1762220100000,Interval,1762220100000,1762220159999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11648.0311739502,114.2895787276
56584,1762221000000,Interval,1762221000000,1762221059999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11464.1740255623,-69.5675696603
56585,1762221900000,Interval,1762221900000,1762221959999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11414.4829043763,-119.2586908463
56586,1762222800000,Interval,1762222800000,1762222859999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11871.6412192869,337.8996240644
56587,1762223700000,Interval,1762223700000,1762223759999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11489.0195861552,-44.7220090673
56588,1762224120000,Flatten,1762224120000,1762224179999,1762219320000,Long,496.9112118594,167.4700000000,24.9653161950,0.0000000000,0.0000000000,Market,11533.7415952226,11255.4713165813,-278.2702786412
57932,1763432400000,Open,1763432400000,1763432459999,1763432400000,Long,611.9285929059,131.0500000000,24.0579726301,0.0000000000,0.0000000000,Market,11206.5315088398,11873.5336751072,667.0021662674
57933,1763432400000,Interval,1763432400000,1763432459999,1763432400000,Long,611.9285929059,131.0500000000,24.0579726301,0.0000000000,0.0000000000,Market,11206.5315088398,11873.5336751072,667.0021662674
57934,1763432880000,Flatten,1763432880000,1763432939999,1763432400000,Long,611.9285929059,131.0500000000,24.0579726301,0.0000000000,0.0000000000,Market,11206.5315088398,12460.9851242968,1254.4536154570
58271,1763734080000,Open,1763734080000,1763734139999,1763734080000,Long,718.3682606825,127.0400000000,27.3784511511,0.0000000000,0.0000000000,Market,12669.7805564127,12827.8215737629,158.0410173502
58272,1763734800000,Interval,1763734800000,1763734859999,1763734080000,Long,718.3682606825,127.0400000000,27.3784511511,0.0000000000,0.0000000000,Market,12669.7805564127,12245.9432826100,-423.8372738027
58273,1763735040000,Flatten,1763735040000,1763735099999,1763734080000,Long,718.3682606825,127.0400000000,27.3784511511,0.0000000000,0.0000000000,Market,12669.7805564127,12174.1064565418,-495.6740998710
58275,1763735400000,Open,1763735400000,1763735459999,1763735400000,Long,687.6952400227,126.4900000000,26.0959712731,0.0000000000,0.0000000000,Market,12127.9622638495,12650.6106462667,522.6483824172
58276,1763735700000,Interval,1763735700000,1763735759999,1763735400000,Long,687.6952400227,126.4900000000,26.0959712731,0.0000000000,0.0000000000,Market,12127.9622638495,13558.3683630966,1430.4060992471
58277,1763736600000,Interval,1763736600000,1763736659999,1763735400000,Long,687.6952400227,126.4900000000,26.0959712731,0.0000000000,0.0000000000,Market,12127.9622638495,13290.1672194878,1162.2049556383
58278,1763736840000,Flatten,1763736840000,1763736899999,1763735400000,Long,687.6952400227,126.4900000000,26.0959712731,0.0000000000,0.0000000000,Market,12127.9622638495,14156.6632219163,2028.7009580668
58283,1763739900000,Open,1763739900000,1763739959999,1763739900000,Long,785.6262371352,125.9000000000,29.6731029766,0.0000000000,0.0000000000,Market,13742.7912930248,13994.1916889081,251.4003958833
58284,1763740200000,Interval,1763740200000,1763740259999,1763739900000,Long,785.6262371352,125.9000000000,29.6731029766,0.0000000000,0.0000000000,Market,13742.7912930248,13727.0787682821,-15.7125247427
58285,1763740860000,Flatten,1763740860000,1763740919999,1763739900000,Long,785.6262371352,125.9000000000,29.6731029766,-9.8470392563,0.0000000000,Market,13732.9442537686,13497.2563826280,-235.6878711406
59269,1764624120000,Open,1764624120000,1764624179999,1764624120000,Long,774.1266860873,125.4000000000,29.1226459306,0.0000000000,0.0000000000,Market,13438.5313400821,13330.1536040299,-108.3777360522
59270,1764624900000,Interval,1764624900000,1764624959999,1764624120000,Long,774.1266860873,125.4000000000,29.1226459306,0.0000000000,0.0000000000,Market,13438.5313400821,13732.6994807953,294.1681407132
59271,1764625140000,Flatten,1764625140000,1764625199999,1764624120000,Long,774.1266860873,125.4000000000,29.1226459306,0.0000000000,0.0000000000,Market,13438.5313400821,13848.8184837084,410.2871436263
60196,1765455720000,Open,1765455720000,1765455779999,1765455720000,Long,761.2480308917,131.1700000000,29.9558712636,0.0000000000,0.0000000000,Market,13843.7894917368,13881.8518932814,38.0624015446
60197,1765456500000,Interval,1765456500000,1765456559999,1765455720000,Long,761.2480308917,131.1700000000,29.9558712636,0.0000000000,0.0000000000,Market,13843.7894917368,13973.2016569884,129.4121652516
60198,1765456920000,Flatten,1765456920000,1765456979999,1765455720000,Long,761.2480308917,131.1700000000,29.9558712636,0.0000000000,0.0000000000,Market,13843.7894917368,13889.4643735903,45.6748818535
60207,1765463520000,Open,1765463520000,1765463579999,1765463520000,Long,771.1806482504,130.7300000000,30.2449338437,0.0000000000,0.0000000000,Market,13996.6741904445,14174.0457395421,177.3715490976
60208,1765463700000,Interval,1765463700000,1765463759999,1765463520000,Long,771.1806482504,130.7300000000,30.2449338437,0.0000000000,0.0000000000,Market,13996.6741904445,14081.5040617521,84.8298713076
60209,1765464480000,Flatten,1765464480000,1765464539999,1765463520000,Long,771.1806482504,130.7300000000,30.2449338437,0.0000000000,0.0000000000,Market,13996.6741904445,13595.6602533543,-401.0139370902
60213,1765466220000,Open,1765466220000,1765466279999,1765466220000,Long,760.8645548386,131.0000000000,29.9019770052,0.0000000000,0.0000000000,Market,13856.9329051247,14168.8873726085,311.9544674838
60214,1765466400000,Interval,1765466400000,1765466459999,1765466220000,Long,760.8645548386,131.0000000000,29.9019770052,0.0000000000,0.0000000000,Market,13856.9329051247,14473.2331945439,616.3002894192
60215,1765466580000,Flatten,1765466580000,1765466639999,1765466220000,Long,760.8645548386,131.0000000000,29.9019770052,0.0000000000,0.0000000000,Market,13856.9329051247,14716.7098520922,859.7769469676
63966,1768840620000,Open,1768840620000,1768840679999,1768840620000,Long,806.4723003651,133.9100000000,32.3984117226,0.0000000000,0.0000000000,Market,14975.8270779889,15040.3448620182,64.5177840292
63967,1768841220000,Flatten,1768841220000,1768841279999,1768840620000,Long,806.4723003651,133.9100000000,32.3984117226,0.0000000000,0.0000000000,Market,14975.8270779889,15145.1862610656,169.3591830767
63968,1768841400000,Interval,1768841400000,1768841459999,1768840620000,Long,806.4723003651,133.9100000000,32.3984117226,0.0000000000,0.0000000000,Market,14975.8270779889,15096.7979230437,120.9708450548
64083,1768943220000,Open,1768943220000,1768943279999,1768943220000,Long,846.2268032181,127.9000000000,32.4697224395,0.0000000000,0.0000000000,Market,14991.5819796944,14932.3461034691,-59.2358762253
64084,1768944000000,Interval,1768944000000,1768944059999,1768943220000,Long,846.2268032181,127.9000000000,32.4697224395,0.0000000000,0.0000000000,Market,14991.5819796944,14644.6289903750,-346.9529893194
64085,1768944180000,Flatten,1768944180000,1768944239999,1768943220000,Long,846.2268032181,127.9000000000,32.4697224395,0.0000000000,0.0000000000,Market,14991.5819796944,14653.0912584072,-338.4907212872
64582,1769389620000,Open,1769389620000,1769389679999,1769389620000,Long,871.2168424339,120.5300000000,31.5023298056,0.0000000000,0.0000000000,Market,14597.6804827303,14920.0307144308,322.3502317005
64583,1769389800000,Flatten,1769389800000,1769389859999,1769389620000,Long,871.2168424339,120.5300000000,31.5023298056,0.0000000000,0.0000000000,Market,14597.6804827303,15216.2444408584,618.5639581281
64969,1769735400000,Open,1769735400000,1769735459999,1769735400000,Long,916.4793543265,117.6000000000,32.3333916206,0.0000000000,0.0000000000,Market,14943.1938356732,14989.0178033896,45.8239677163
64970,1769736000000,Interval,1769736000000,1769736059999,1769735400000,Long,916.4793543265,117.6000000000,32.3333916206,0.0000000000,0.0000000000,Market,14943.1938356732,14860.7106937839,-82.4831418894
64971,1769736360000,Flatten,1769736360000,1769736419999,1769735400000,Long,916.4793543265,117.6000000000,32.3333916206,0.0000000000,0.0000000000,Market,14943.1938356732,14686.5796164618,-256.6142192114
65157,1769901720000,Open,1769901720000,1769901779999,1769901720000,Long,1001.8147275500,105.2100000000,31.6202782457,0.0000000000,0.0000000000,Market,14622.7029308613,14732.9025508918,110.1996200305
65158,1769901780000,Flatten,1769901780000,1769901839999,1769901720000,Long,1001.8147275500,105.2100000000,31.6202782457,0.0000000000,0.0000000000,Market,14622.7029308613,15584.4450693093,961.7421384480
65189,1769927940000,Open,1769927940000,1769927999999,1769927940000,Long,1028.2916082732,104.5600000000,32.2554511683,0.0000000000,0.0000000000,Market,14929.3874492060,15135.0457708607,205.6583216546
65190,1769928600000,Interval,1769928600000,1769928659999,1769927940000,Long,1028.2916082732,104.5600000000,32.2554511683,0.0000000000,0.0000000000,Market,14929.3874492060,15350.9870085980,421.5995593920
65191,1769929020000,Flatten,1769929020000,1769929079999,1769927940000,Long,1028.2916082732,104.5600000000,32.2554511683,0.0000000000,0.0000000000,Market,14929.3874492060,15381.8357568462,452.4483076402
65194,1769929800000,Open,1769929800000,1769929859999,1769929800000,Long,1058.6784621765,104.7800000000,33.2784987801,0.0000000000,0.0000000000,Market,15377.8450596530,15409.6054135183,31.7603538653
65195,1769930400000,Interval,1769930400000,1769930459999,1769929800000,Long,1058.6784621765,104.7800000000,33.2784987801,0.0000000000,0.0000000000,Market,15377.8450596530,14657.9437053730,-719.9013542800
65196,1769930760000,Flatten,1769930760000,1769930819999,1769929800000,Long,1058.6784621765,104.7800000000,33.2784987801,0.0000000000,0.0000000000,Market,15377.8450596530,14742.6379823471,-635.2070773059
65199,1769931600000,Open,1769931600000,1769931659999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,0.0000000000,0.0000000000,Market,14677.9731545669,15330.4297389080,652.4565843411
65200,1769932200000,Interval,1769932200000,1769932259999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,0.0000000000,0.0000000000,Market,14677.9731545669,15300.3163580922,622.3432035254
65201,1769933100000,Interval,1769933100000,1769933159999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,14908.3264648963,240.9070465259
65202,1769934000000,Interval,1769934000000,1769934059999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,14767.7973544228,100.3779360525
65203,1769934900000,Interval,1769934900000,1769934959999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15329.9137963167,662.4943779464
65204,1769935800000,Interval,1769935800000,1769935859999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15339.9515899219,672.5321715516
65205,1769936700000,Interval,1769936700000,1769936759999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15410.2161451587,742.7967267883
65206,1769937600000,Interval,1769937600000,1769937659999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,14918.3642585015,250.9448401312
65207,1769938500000,Interval,1769938500000,1769938559999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15119.1201306065,451.7007122362
65208,1769939400000,Interval,1769939400000,1769939459999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15189.3846858432,521.9652674729
65209,1769940300000,Interval,1769940300000,1769940359999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15219.4980666589,552.0786482886
65210,1769941200000,Interval,1769941200000,1769941259999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,15259.6492410799,592.2298227096
65211,1769942100000,Interval,1769942100000,1769942159999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,14737.6839736071,70.2645552367
65212,1769942400000,Flatten,1769942400000,1769942459999,1769931600000,Long,1003.7793605248,104.8600000000,31.5768911234,-10.5537361966,0.0000000000,Market,14667.4194183703,14306.0588485814,-361.3605697889
66185,1770816780000,Open,1770816780000,1770816839999,1770816780000,Long,1260.8716570412,81.3000000000,30.7526597152,0.0000000000,0.0000000000,Market,14253.8724881809,14594.3078355820,340.4353474011
66186,1770816900000,Interval,1770816900000,1770816959999,1770816780000,Long,1260.8716570412,81.3000000000,30.7526597152,0.0000000000,0.0000000000,Market,14253.8724881809,14443.0032367371,189.1307485562
66187,1770817800000,Interval,1770817800000,1770817859999,1770816780000,Long,1260.8716570412,81.3000000000,30.7526597152,0.0000000000,0.0000000000,Market,14253.8724881809,14279.0899213217,25.2174331408
66188,1770817860000,Flatten,1770817860000,1770817919999,1770816780000,Long,1260.8716570412,81.3000000000,30.7526597152,0.0000000000,0.0000000000,Market,14253.8724881809,13875.6109910685,-378.2614971124
